IND_UUID,IND_NAME,DIM_GEO_CODE_TYPE,DIM_GEO_CODE_M49,GEO_NAME_SHORT,DIM_TIME_TYPE,DIM_TIME,RATE_PER_10000_N
45CA7C8,Density of pharmacists,COUNTRY,724,Spain,YEAR,1997,6
45CA7C8,Density of pharmacists,COUNTRY,724,Spain,YEAR,2006,9.17
45CA7C8,Density of pharmacists,COUNTRY,724,Spain,YEAR,2012,10.46
45CA7C8,Density of pharmacists,COUNTRY,724,Spain,YEAR,2018,11.81
45CA7C8,Density of pharmacists,COUNTRY,724,Spain,YEAR,1995,10.33
45CA7C8,Density of pharmacists,COUNTRY,724,Spain,YEAR,1996,5.8
45CA7C8,Density of pharmacists,COUNTRY,724,Spain,YEAR,2005,8.52
45CA7C8,Density of pharmacists,COUNTRY,724,Spain,YEAR,2011,9.31
45CA7C8,Density of pharmacists,COUNTRY,724,Spain,YEAR,2017,11.49
45CA7C8,Density of pharmacists,COUNTRY,724,Spain,YEAR,1994,10.12
45CA7C8,Density of pharmacists,COUNTRY,724,Spain,YEAR,2004,8.03
45CA7C8,Density of pharmacists,COUNTRY,724,Spain,YEAR,2010,9.18
45CA7C8,Density of pharmacists,COUNTRY,724,Spain,YEAR,2021,12.47
45CA7C8,Density of pharmacists,COUNTRY,724,Spain,YEAR,2022,12.29
