IND_UUID,IND_NAME,DIM_GEO_CODE_TYPE,DIM_GEO_CODE_M49,GEO_NAME_SHORT,DIM_TIME_TYPE,DIM_TIME,RATE_PER_10000_N
5C8435F,Density of nurses and midwives,COUNTRY,620,Portugal,YEAR,2004,43.68
5C8435F,Density of nurses and midwives,COUNTRY,620,Portugal,YEAR,2010,59.02
5C8435F,Density of nurses and midwives,COUNTRY,620,Portugal,YEAR,2015,65.31
5C8435F,Density of nurses and midwives,COUNTRY,620,Portugal,YEAR,2019,73.06
5C8435F,Density of nurses and midwives,COUNTRY,620,Portugal,YEAR,2009,56.35
5C8435F,Density of nurses and midwives,COUNTRY,620,Portugal,YEAR,2014,63.75
5C8435F,Density of nurses and midwives,COUNTRY,620,Portugal,YEAR,2018,71.33
5C8435F,Density of nurses and midwives,COUNTRY,620,Portugal,YEAR,2023,80.09
5C8435F,Density of nurses and midwives,COUNTRY,620,Portugal,YEAR,2008,53.68
5C8435F,Density of nurses and midwives,COUNTRY,620,Portugal,YEAR,2013,62.93
5C8435F,Density of nurses and midwives,COUNTRY,620,Portugal,YEAR,2007,51.28
5C8435F,Density of nurses and midwives,COUNTRY,620,Portugal,YEAR,2017,69.29
5C8435F,Density of nurses and midwives,COUNTRY,620,Portugal,YEAR,2022,78.52
5C8435F,Density of nurses and midwives,COUNTRY,620,Portugal,YEAR,2012,62.21
5C8435F,Density of nurses and midwives,COUNTRY,620,Portugal,YEAR,2021,77.14
5C8435F,Density of nurses and midwives,COUNTRY,620,Portugal,YEAR,2006,48.42
5C8435F,Density of nurses and midwives,COUNTRY,620,Portugal,YEAR,2011,61.08
5C8435F,Density of nurses and midwives,COUNTRY,620,Portugal,YEAR,2016,67.16
5C8435F,Density of nurses and midwives,COUNTRY,620,Portugal,YEAR,2005,45.85
5C8435F,Density of nurses and midwives,COUNTRY,620,Portugal,YEAR,2020,75
5C8435F,Density of nurses and midwives,COUNTRY,752,Sweden,YEAR,1996,99.84
5C8435F,Density of nurses and midwives,COUNTRY,752,Sweden,YEAR,1997,99.19
5C8435F,Density of nurses and midwives,COUNTRY,752,Sweden,YEAR,1995,99.96
5C8435F,Density of nurses and midwives,COUNTRY,752,Sweden,YEAR,1993,144.53
5C8435F,Density of nurses and midwives,COUNTRY,752,Sweden,YEAR,1994,148.11
5C8435F,Density of nurses and midwives,COUNTRY,752,Sweden,YEAR,2003,108.1
5C8435F,Density of nurses and midwives,COUNTRY,752,Sweden,YEAR,1991,136.68
5C8435F,Density of nurses and midwives,COUNTRY,752,Sweden,YEAR,1992,140.75
5C8435F,Density of nurses and midwives,COUNTRY,752,Sweden,YEAR,2002,106.95
5C8435F,Density of nurses and midwives,COUNTRY,752,Sweden,YEAR,1990,133.15
5C8435F,Density of nurses and midwives,COUNTRY,752,Sweden,YEAR,2001,104.79
5C8435F,Density of nurses and midwives,COUNTRY,752,Sweden,YEAR,2000,103.23
5C8435F,Density of nurses and midwives,COUNTRY,752,Sweden,YEAR,1999,102.47
5C8435F,Density of nurses and midwives,COUNTRY,752,Sweden,YEAR,1998,101.27
5C8435F,Density of nurses and midwives,COUNTRY,752,Sweden,YEAR,2004,110.09
5C8435F,Density of nurses and midwives,COUNTRY,752,Sweden,YEAR,2010,116.14
5C8435F,Density of nurses and midwives,COUNTRY,752,Sweden,YEAR,2019,116.33
5C8435F,Density of nurses and midwives,COUNTRY,752,Sweden,YEAR,2009,115.35
5C8435F,Density of nurses and midwives,COUNTRY,752,Sweden,YEAR,2014,117.11
5C8435F,Density of nurses and midwives,COUNTRY,752,Sweden,YEAR,2018,116.56
5C8435F,Density of nurses and midwives,COUNTRY,752,Sweden,YEAR,2008,115.17
5C8435F,Density of nurses and midwives,COUNTRY,752,Sweden,YEAR,2013,117.18
5C8435F,Density of nurses and midwives,COUNTRY,752,Sweden,YEAR,2007,114.79
5C8435F,Density of nurses and midwives,COUNTRY,752,Sweden,YEAR,2017,116.79
5C8435F,Density of nurses and midwives,COUNTRY,752,Sweden,YEAR,2012,116.93
5C8435F,Density of nurses and midwives,COUNTRY,752,Sweden,YEAR,2021,116.65
5C8435F,Density of nurses and midwives,COUNTRY,752,Sweden,YEAR,2006,113.65
5C8435F,Density of nurses and midwives,COUNTRY,752,Sweden,YEAR,2011,116.44
5C8435F,Density of nurses and midwives,COUNTRY,752,Sweden,YEAR,2016,117.1
5C8435F,Density of nurses and midwives,COUNTRY,752,Sweden,YEAR,2005,112.06
5C8435F,Density of nurses and midwives,COUNTRY,752,Sweden,YEAR,2015,117.28
5C8435F,Density of nurses and midwives,COUNTRY,752,Sweden,YEAR,2020,114.34
5C8435F,Density of nurses and midwives,COUNTRY,724,Spain,YEAR,1996,33.88
5C8435F,Density of nurses and midwives,COUNTRY,724,Spain,YEAR,1997,34.64
5C8435F,Density of nurses and midwives,COUNTRY,724,Spain,YEAR,1995,42.98
5C8435F,Density of nurses and midwives,COUNTRY,724,Spain,YEAR,1993,42.34
5C8435F,Density of nurses and midwives,COUNTRY,724,Spain,YEAR,1994,42.14
5C8435F,Density of nurses and midwives,COUNTRY,724,Spain,YEAR,2003,44.13
5C8435F,Density of nurses and midwives,COUNTRY,724,Spain,YEAR,1991,41.14
5C8435F,Density of nurses and midwives,COUNTRY,724,Spain,YEAR,1992,41.83
5C8435F,Density of nurses and midwives,COUNTRY,724,Spain,YEAR,2002,42
5C8435F,Density of nurses and midwives,COUNTRY,724,Spain,YEAR,1990,28.3
5C8435F,Density of nurses and midwives,COUNTRY,724,Spain,YEAR,2001,39.95
5C8435F,Density of nurses and midwives,COUNTRY,724,Spain,YEAR,2000,36.57
5C8435F,Density of nurses and midwives,COUNTRY,724,Spain,YEAR,1999,34.95
5C8435F,Density of nurses and midwives,COUNTRY,724,Spain,YEAR,1998,34.47
5C8435F,Density of nurses and midwives,COUNTRY,724,Spain,YEAR,2004,44.25
5C8435F,Density of nurses and midwives,COUNTRY,724,Spain,YEAR,2010,52.83
5C8435F,Density of nurses and midwives,COUNTRY,724,Spain,YEAR,2019,60.37
5C8435F,Density of nurses and midwives,COUNTRY,724,Spain,YEAR,2009,50.83
5C8435F,Density of nurses and midwives,COUNTRY,724,Spain,YEAR,2014,53.05
5C8435F,Density of nurses and midwives,COUNTRY,724,Spain,YEAR,2018,60.1
5C8435F,Density of nurses and midwives,COUNTRY,724,Spain,YEAR,2008,49.49
5C8435F,Density of nurses and midwives,COUNTRY,724,Spain,YEAR,2013,52.93
5C8435F,Density of nurses and midwives,COUNTRY,724,Spain,YEAR,2022,64.06
5C8435F,Density of nurses and midwives,COUNTRY,724,Spain,YEAR,2007,47.31
5C8435F,Density of nurses and midwives,COUNTRY,724,Spain,YEAR,2017,58.95
5C8435F,Density of nurses and midwives,COUNTRY,724,Spain,YEAR,2012,53.85
5C8435F,Density of nurses and midwives,COUNTRY,724,Spain,YEAR,2021,65.02
5C8435F,Density of nurses and midwives,COUNTRY,724,Spain,YEAR,2006,45.81
5C8435F,Density of nurses and midwives,COUNTRY,724,Spain,YEAR,2011,53.55
5C8435F,Density of nurses and midwives,COUNTRY,724,Spain,YEAR,2016,56.73
5C8435F,Density of nurses and midwives,COUNTRY,724,Spain,YEAR,2005,44.85
5C8435F,Density of nurses and midwives,COUNTRY,724,Spain,YEAR,2015,54.42
5C8435F,Density of nurses and midwives,COUNTRY,724,Spain,YEAR,2020,62.46
